video,true_label,raw_prediction,mapped_prediction,result,top5
cry_1_modified_asian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'stretch', 'other', 'kick', 'other']"
cry_1_modified_hispanic.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'yoga', 'other', 'stretch']"
cry_1_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'other', 'kick']"
cry_1_modified_middle_eastern.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'dance', 'juggle']"
cry_1_modified_south_east_asian.mp4,cry,tai chi,other,incorrect,"['other', 'dance', 'other', 'other', 'kick']"
cry_2_initial.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'other', 'other']"
cry_2_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']"
cry_2_modified_asian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'other']"
cry_2_modified_hispanic.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'other']"
cry_2_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'other', 'stretch']"
cry_2_modified_middle_eastern.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'other', 'stretch', 'other']"
cry_2_modified_white.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'other', 'stretch', 'other']"
cry_3_initial.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'stretch', 'other']"
cry_3_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'kick', 'stretch']"
cry_3_modified_asian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_3_modified_hispanic.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'stretch', 'other', 'kick']"
cry_3_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'kick', 'stretch']"
cry_3_modified_middle_eastern.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_3_modified_south_east_asian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_4_initial.mp4,cry,tai chi,other,incorrect,"['other', 'dance', 'other', 'juggle', 'other']"
cry_4_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'kick', 'other', 'dance']"
cry_4_modified_asian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'kick', 'other']"
cry_4_modified_hispanic.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
cry_4_modified_indian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'other']"
cry_4_modified_south_east_asian.mp4,cry,tai chi,other,incorrect,"['other', 'dance', 'other', 'other', 'juggle']"
cry_4_modified_white.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'kick', 'other']"
cry_5_initial.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'other', 'stretch']"
cry_5_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
cry_5_modified_asian.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_5_modified_hispanic.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'other', 'stretch', 'other']"
cry_5_modified_middle_eastern.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'stretch', 'other']"
cry_5_modified_south_east_asian.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'other', 'stretch']"
cry_5_modified_white.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_6_initial.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_6_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'kick', 'kick']"
cry_6_modified_asian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'yoga', 'stretch', 'kick']"
cry_6_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'stretch', 'yoga', 'kick']"
cry_6_modified_middle_eastern.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'kick']"
cry_6_modified_south_east_asian.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'stretch', 'kick']"
cry_6_modified_white.mp4,cry,yoga,yoga,incorrect,"['yoga', 'stretch', 'other', 'stretch', 'other']"
cry_7_initial.mp4,cry,tai chi,other,incorrect,"['other', 'dance', 'other', 'juggle', 'other']"
cry_7_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'dance', 'other']"
cry_7_modified_asian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'dance', 'juggle']"
cry_7_modified_hispanic.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'stretch', 'kick', 'other']"
cry_7_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'dance', 'other']"
cry_7_modified_middle_eastern.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'yoga', 'juggle', 'other']"
cry_7_modified_white.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'yoga', 'dance', 'other']"
cry_8_initial.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'stretch', 'other', 'kick']"
cry_8_modified_african.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'jog']"
cry_8_modified_asian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'yoga', 'other', 'stretch']"
cry_8_modified_hispanic.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'other']"
cry_8_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'kick']"
cry_8_modified_middle_eastern.mp4,cry,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'other', 'other']"
cry_8_modified_south_east_asian.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'other', 'other', 'stretch']"
cry_9_initial.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'other', 'dance', 'other']"
cry_9_modified_asian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'juggle', 'stretch', 'yoga']"
cry_9_modified_hispanic.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'stretch', 'other', 'kick']"
cry_9_modified_indian.mp4,cry,tai chi,other,incorrect,"['other', 'other', 'yoga', 'stretch', 'other']"
cry_9_modified_middle_eastern.mp4,cry,tai chi,other,incorrect,"['other', 'dance', 'other', 'juggle', 'other']"
cry_9_modified_south_east_asian.mp4,cry,tai chi,other,incorrect,"['other', 'dance', 'other', 'other', 'juggle']"
cry_9_modified_white.mp4,cry,tai chi,other,incorrect,"['other', 'yoga', 'stretch', 'kick', 'other']"
draw_0_initial.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'juggle', 'other']"
draw_0_modified_african.mp4,draw,tai chi,other,incorrect,"['other', 'other', 'jog', 'other', 'actions with ball']"
draw_0_modified_asian.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'juggle', 'jog']"
draw_0_modified_hispanic.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'jog', 'juggle']"
draw_0_modified_indian.mp4,draw,catching or throwing frisbee,other,incorrect,"['other', 'other', 'actions with ball', 'jog', 'juggle']"
draw_0_modified_middle_eastern.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'juggle', 'other']"
draw_0_modified_south_east_asian.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'jog', 'actions with ball', 'juggle']"
draw_1_initial.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'stretch', 'jog']"
draw_1_modified_african.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'yoga', 'jog']"
draw_1_modified_asian.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'jog', 'stretch']"
draw_1_modified_hispanic.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'stretch', 'other', 'yoga']"
draw_1_modified_indian.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'other', 'jog']"
draw_1_modified_middle_eastern.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'other', 'other']"
draw_1_modified_south_east_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'jog', 'stretch']"
draw_2_initial.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'jog']"
draw_2_modified_african.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'juggle', 'jog']"
draw_2_modified_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_2_modified_hispanic.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_2_modified_indian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'other', 'jog']"
draw_2_modified_middle_eastern.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_2_modified_white.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_3_initial.mp4,draw,yoga,yoga,incorrect,"['yoga', 'other', 'juggle', 'stretch', 'stretch']"
draw_3_modified_african.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'jog', 'yoga']"
draw_3_modified_asian.mp4,draw,stretching arm,stretch,incorrect,"['stretch', 'yoga', 'other', 'stretch', 'juggle']"
draw_3_modified_hispanic.mp4,draw,stretching arm,stretch,incorrect,"['stretch', 'juggle', 'yoga', 'other', 'stretch']"
draw_3_modified_indian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'yoga', 'stretch']"
draw_3_modified_middle_eastern.mp4,draw,tai chi,other,incorrect,"['other', 'stretch', 'yoga', 'juggle', 'stretch']"
draw_3_modified_south_east_asian.mp4,draw,stretching arm,stretch,incorrect,"['stretch', 'jog', 'other', 'yoga', 'stretch']"
draw_4_initial.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_4_modified_african.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'other', 'jog']"
draw_4_modified_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_4_modified_hispanic.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_4_modified_indian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_4_modified_south_east_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_4_modified_white.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'dance']"
draw_5_initial.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'yoga', 'stretch']"
draw_5_modified_african.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'other', 'cartwheel']"
draw_5_modified_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'yoga', 'stretch', 'other', 'jog']"
draw_5_modified_hispanic.mp4,draw,stretching arm,stretch,incorrect,"['stretch', 'yoga', 'juggle', 'other', 'stretch']"
draw_5_modified_middle_eastern.mp4,draw,yoga,yoga,incorrect,"['yoga', 'other', 'stretch', 'juggle', 'stretch']"
draw_5_modified_south_east_asian.mp4,draw,stretching arm,stretch,incorrect,"['stretch', 'yoga', 'other', 'juggle', 'jog']"
draw_5_modified_white.mp4,draw,tai chi,other,incorrect,"['other', 'yoga', 'juggle', 'stretch', 'stretch']"
draw_6_initial.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'juggle', 'jog']"
draw_6_modified_african.mp4,draw,tai chi,other,incorrect,"['other', 'jog', 'other', 'other', 'actions with ball']"
draw_6_modified_asian.mp4,draw,catching or throwing frisbee,other,incorrect,"['other', 'other', 'jog', 'other', 'actions with ball']"
draw_6_modified_indian.mp4,draw,catching or throwing frisbee,other,incorrect,"['other', 'other', 'actions with ball', 'jog', 'juggle']"
draw_6_modified_middle_eastern.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'juggle', 'other']"
draw_6_modified_south_east_asian.mp4,draw,catching or throwing frisbee,other,incorrect,"['other', 'other', 'actions with ball', 'jog', 'other']"
draw_6_modified_white.mp4,draw,passing American football (not in game),other,incorrect,"['other', 'other', 'actions with ball', 'juggle', 'jog']"
draw_7_initial.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'jog', 'other']"
draw_7_modified_african.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'yoga', 'jog']"
draw_7_modified_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'other', 'stretch']"
draw_7_modified_hispanic.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'stretch', 'other', 'jog']"
draw_7_modified_indian.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'other', 'stretch']"
draw_7_modified_middle_eastern.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'other', 'other']"
draw_7_modified_white.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'other', 'stretch']"
draw_8_initial.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'stretch', 'kick']"
draw_8_modified_african.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'jog', 'other', 'yoga']"
draw_8_modified_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'stretch', 'other', 'jog']"
draw_8_modified_hispanic.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'jog', 'other', 'stretch']"
draw_8_modified_indian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'jog', 'stretch']"
draw_8_modified_middle_eastern.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'other', 'stretch']"
draw_8_modified_south_east_asian.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'other', 'jog']"
draw_9_initial.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'yoga', 'other', 'stretch']"
draw_9_modified_asian.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'jump rope', 'other', 'jog']"
draw_9_modified_hispanic.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'stretch', 'jump rope', 'other']"
draw_9_modified_indian.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'other', 'jog', 'jump rope']"
draw_9_modified_middle_eastern.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'stretch', 'yoga', 'other']"
draw_9_modified_south_east_asian.mp4,draw,tai chi,other,incorrect,"['other', 'juggle', 'jump rope', 'other', 'stretch']"
draw_9_modified_white.mp4,draw,contact juggling,juggle,incorrect,"['juggle', 'other', 'stretch', 'jump rope', 'other']"
dribble_0_initial.mp4,dribble,tai chi,other,incorrect,"['other', 'kick', 'juggle', 'other', 'actions with ball']"
dribble_0_modified_african.mp4,dribble,lunge,lunge,incorrect,"['lunge', 'juggle', 'other', 'other', 'juggle']"
dribble_0_modified_asian.mp4,dribble,tai chi,other,incorrect,"['other', 'kick', 'juggle', 'other', 'lunge']"
dribble_0_modified_hispanic.mp4,dribble,lunge,lunge,incorrect,"['lunge', 'other', 'juggle', 'other', 'kick']"
dribble_0_modified_indian.mp4,dribble,tai chi,other,incorrect,"['other', 'lunge', 'juggle', 'kick', 'other']"
dribble_0_modified_middle_eastern.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'other', 'kick', 'lunge']"
dribble_0_modified_south_east_asian.mp4,dribble,tai chi,other,incorrect,"['other', 'other', 'lunge', 'kick', 'juggle']"
dribble_1_initial.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'kick', 'kick', 'dance', 'other']"
dribble_1_modified_african.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'lunge', 'other', 'other']"
dribble_1_modified_asian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'other', 'dance', 'yoga', 'kick']"
dribble_1_modified_hispanic.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'kick', 'other', 'kick', 'juggle']"
dribble_1_modified_indian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'other', 'other', 'lunge']"
dribble_1_modified_middle_eastern.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'kick', 'dance', 'kick', 'other']"
dribble_1_modified_south_east_asian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'other', 'kick', 'dance', 'kick']"
dribble_2_initial.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'kick', 'other', 'other']"
dribble_2_modified_african.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'other', 'kick', 'other']"
dribble_2_modified_asian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'other', 'kick', 'other']"
dribble_2_modified_hispanic.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'kick', 'dance', 'other', 'kick']"
dribble_2_modified_indian.mp4,dribble,roller skating,other,incorrect,"['other', 'dance', 'dance', 'kick', 'other']"
dribble_2_modified_middle_eastern.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'kick', 'other', 'kick']"
dribble_2_modified_white.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'other', 'kick', 'dance', 'stretch']"
dribble_3_initial.mp4,dribble,high kick,kick,incorrect,"['kick', 'other', 'stretch', 'kick', 'yoga']"
dribble_3_modified_african.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'kick', 'yoga', 'lunge', 'stretch']"
dribble_3_modified_asian.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'yoga', 'kick', 'stretch', 'lunge']"
dribble_3_modified_hispanic.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'kick', 'lunge', 'yoga', 'kick']"
dribble_3_modified_indian.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'kick', 'lunge', 'stretch', 'yoga']"
dribble_3_modified_middle_eastern.mp4,dribble,spinning poi,other,incorrect,"['other', 'kick', 'stretch', 'kick', 'yoga']"
dribble_3_modified_south_east_asian.mp4,dribble,high kick,kick,incorrect,"['kick', 'dance', 'jump rope', 'cartwheel', 'jog']"
dribble_4_initial.mp4,dribble,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'juggle', 'other']"
dribble_4_modified_african.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'juggle', 'other', 'other']"
dribble_4_modified_asian.mp4,dribble,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'juggle', 'other']"
dribble_4_modified_hispanic.mp4,dribble,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'juggle', 'actions with ball']"
dribble_4_modified_indian.mp4,dribble,catching or throwing frisbee,other,incorrect,"['other', 'juggle', 'juggle', 'other', 'other']"
dribble_4_modified_south_east_asian.mp4,dribble,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'juggle', 'other']"
dribble_4_modified_white.mp4,dribble,contact juggling,juggle,incorrect,"['juggle', 'other', 'other', 'juggle', 'other']"
dribble_5_initial.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'lunge', 'stretch', 'kick', 'yoga']"
dribble_5_modified_african.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'lunge', 'dance', 'swing body part', 'kick']"
dribble_5_modified_asian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'stretch', 'stretch', 'other', 'kick']"
dribble_5_modified_hispanic.mp4,dribble,spinning poi,other,incorrect,"['other', 'dance', 'kick', 'stretch', 'kick']"
dribble_5_modified_middle_eastern.mp4,dribble,spinning poi,other,incorrect,"['other', 'stretch', 'dance', 'kick', 'yoga']"
dribble_5_modified_south_east_asian.mp4,dribble,spinning poi,other,incorrect,"['other', 'dance', 'kick', 'stretch', 'kick']"
dribble_5_modified_white.mp4,dribble,spinning poi,other,incorrect,"['other', 'stretch', 'kick', 'yoga', 'kick']"
dribble_6_initial.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'other', 'juggle', 'dance']"
dribble_6_modified_african.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'other', 'juggle', 'dance']"
dribble_6_modified_asian.mp4,dribble,contact juggling,juggle,incorrect,"['juggle', 'other', 'juggle', 'dance', 'other']"
dribble_6_modified_indian.mp4,dribble,tai chi,other,incorrect,"['other', 'other', 'juggle', 'dance', 'juggle']"
dribble_6_modified_middle_eastern.mp4,dribble,passing American football (not in game),other,incorrect,"['other', 'juggle', 'actions with ball', 'other', 'dribble']"
dribble_6_modified_south_east_asian.mp4,dribble,passing American football (not in game),other,incorrect,"['other', 'juggle', 'other', 'actions with ball', 'dance']"
dribble_6_modified_white.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'other', 'juggle', 'actions with ball']"
dribble_7_initial.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'kick', 'dance']"
dribble_7_modified_african.mp4,dribble,tai chi,other,incorrect,"['other', 'dance', 'juggle', 'other', 'kick']"
dribble_7_modified_asian.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'juggle', 'kick']"
dribble_7_modified_hispanic.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'juggle', 'dance']"
dribble_7_modified_indian.mp4,dribble,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'dance', 'kick']"
dribble_7_modified_middle_eastern.mp4,dribble,juggling balls,juggle,incorrect,"['juggle', 'kick', 'juggle', 'other', 'dance']"
dribble_7_modified_white.mp4,dribble,tai chi,other,incorrect,"['other', 'kick', 'juggle', 'juggle', 'kick']"
dribble_8_initial.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'other', 'dance', 'juggle', 'juggle']"
dribble_8_modified_african.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'juggle', 'other', 'other']"
dribble_8_modified_asian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'juggle', 'other', 'dance', 'juggle']"
dribble_8_modified_hispanic.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'juggle', 'other', 'juggle']"
dribble_8_modified_indian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'juggle', 'other', 'other']"
dribble_8_modified_middle_eastern.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'dance', 'other', 'juggle', 'juggle']"
dribble_8_modified_south_east_asian.mp4,dribble,jumpstyle dancing,dance,incorrect,"['dance', 'juggle', 'dance', 'other', 'other']"
dribble_9_initial.mp4,dribble,breakdancing,other,incorrect,"['other', 'kick', 'stretch', 'yoga', 'other']"
dribble_9_modified_asian.mp4,dribble,high kick,kick,incorrect,"['kick', 'kick', 'lunge', 'swing body part', 'jump rope']"
dribble_9_modified_hispanic.mp4,dribble,skipping rope,jump rope,incorrect,"['jump rope', 'kick', 'kick', 'jog', 'juggle']"
dribble_9_modified_indian.mp4,dribble,stretching leg,stretch,incorrect,"['stretch', 'lunge', 'swing body part', 'kick', 'other']"
dribble_9_modified_middle_eastern.mp4,dribble,skipping rope,jump rope,incorrect,"['jump rope', 'juggle', 'kick', 'kick', 'jog']"
dribble_9_modified_south_east_asian.mp4,dribble,skipping rope,jump rope,incorrect,"['jump rope', 'kick', 'kick', 'jog', 'lunge']"
dribble_9_modified_white.mp4,dribble,side kick,kick,incorrect,"['kick', 'juggle', 'kick', 'jump rope', 'lunge']"
drink_0_initial.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_0_modified_african.mp4,drink,riding unicycle,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_0_modified_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_0_modified_hispanic.mp4,drink,riding unicycle,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_0_modified_indian.mp4,drink,riding unicycle,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_0_modified_middle_eastern.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_0_modified_south_east_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_1_initial.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'yoga']"
drink_1_modified_african.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_1_modified_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'dance']"
drink_1_modified_hispanic.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'dance']"
drink_1_modified_indian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']"
drink_1_modified_middle_eastern.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'juggle']"
drink_1_modified_south_east_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'dance']"
drink_2_initial.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'kick', 'stretch']"
drink_2_modified_african.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'stretch', 'juggle']"
drink_2_modified_asian.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'stretch', 'kick']"
drink_2_modified_hispanic.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'kick', 'other']"
drink_2_modified_indian.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'stretch', 'yoga']"
drink_2_modified_middle_eastern.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'kick', 'stretch']"
drink_2_modified_white.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'kick', 'yoga', 'kick']"
drink_3_initial.mp4,drink,tai chi,other,incorrect,"['other', 'dance', 'other', 'other', 'kick']"
drink_3_modified_african.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'dance', 'other', 'other']"
drink_3_modified_asian.mp4,drink,tai chi,other,incorrect,"['other', 'dance', 'other', 'kick', 'other']"
drink_3_modified_hispanic.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'dance', 'other', 'other']"
drink_3_modified_indian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'dance', 'other', 'other']"
drink_3_modified_middle_eastern.mp4,drink,tai chi,other,incorrect,"['other', 'dance', 'other', 'other', 'kick']"
drink_3_modified_south_east_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'dance', 'other', 'other']"
drink_4_initial.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'dance', 'yoga', 'juggle']"
drink_4_modified_african.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'juggle', 'yoga']"
drink_4_modified_asian.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'dance', 'dance', 'juggle']"
drink_4_modified_hispanic.mp4,drink,tai chi,other,incorrect,"['other', 'juggle', 'juggle', 'dance', 'yoga']"
drink_4_modified_indian.mp4,drink,tai chi,other,incorrect,"['other', 'yoga', 'stretch', 'other', 'juggle']"
