video,true_label,raw_prediction,mapped_prediction,result,top5,camera_distance,background,skin_color_category,best_background,best_camera
clap_1_modified_indian.mp4,clap,washing hair,wash,incorrect,"['wash', 'style hair', 'stretch', 'bend', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_1_modified_middle_eastern.mp4,clap,fixing hair,style hair,incorrect,"['style hair', 'stretch', 'style hair', 'bend', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_1_modified_south_east_asian.mp4,clap,fixing hair,style hair,incorrect,"['style hair', 'bend', 'style hair', 'other', 'wash']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_2_initial.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'other', 'other', 'other']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_2_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'head movements', 'write']",camera_near,stadium_01,african,stadium_01,camera_near
clap_2_modified_asian.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'other', 'write', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_2_modified_hispanic.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'other', 'other', 'write']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_2_modified_indian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_2_modified_middle_eastern.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'write', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_2_modified_white.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'other', 'other', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
clap_3_initial.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
clap_3_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,stadium_01,african,stadium_01,camera_near
clap_3_modified_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_3_modified_hispanic.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'other']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_3_modified_indian.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'other', 'perform', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_3_modified_middle_eastern.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'other', 'perform', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_3_modified_south_east_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'other']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_4_initial.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'head movements', 'other', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_4_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'head movements', 'clap']",camera_near,stadium_01,african,stadium_01,camera_near
clap_4_modified_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'head movements', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_4_modified_hispanic.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'head movements']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_4_modified_indian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_4_modified_south_east_asian.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'other', 'head movements', 'other']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_4_modified_white.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'head movements']",camera_near,stadium_01,white,stadium_01,camera_near
clap_5_initial.mp4,clap,beatboxing,other,incorrect,"['other', 'head movements', 'clap', 'other', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_5_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'clap', 'head movements', 'other', 'other']",camera_near,stadium_01,african,stadium_01,camera_near
clap_5_modified_asian.mp4,clap,clapping,clap,correct,"['clap', 'swing body part', 'stretch', 'other', 'perform']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_5_modified_hispanic.mp4,clap,clapping,clap,correct,"['clap', 'swing body part', 'head movements', 'other', 'dance']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_5_modified_middle_eastern.mp4,clap,clapping,clap,correct,"['clap', 'swing body part', 'stretch', 'other', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_5_modified_south_east_asian.mp4,clap,clapping,clap,correct,"['clap', 'other', 'head movements', 'other', 'swing body part']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_5_modified_white.mp4,clap,clapping,clap,correct,"['clap', 'swing body part', 'other', 'stretch', 'perform']",camera_near,stadium_01,white,stadium_01,camera_near
clap_6_initial.mp4,clap,sign language interpreting,other,incorrect,"['other', 'other', 'style hair', 'other', 'clap']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_6_modified_african.mp4,clap,pumping fist,other,incorrect,"['other', 'other', 'stretch', 'other', 'style hair']",camera_near,stadium_01,african,stadium_01,camera_near
clap_6_modified_asian.mp4,clap,sign language interpreting,other,incorrect,"['other', 'other', 'style hair', 'other', 'perform']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_6_modified_indian.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'style hair', 'other', 'stretch']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_6_modified_middle_eastern.mp4,clap,sign language interpreting,other,incorrect,"['other', 'other', 'style hair', 'other', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_6_modified_south_east_asian.mp4,clap,sign language interpreting,other,incorrect,"['other', 'other', 'style hair', 'other', 'stretch']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_6_modified_white.mp4,clap,sign language interpreting,other,incorrect,"['other', 'other', 'style hair', 'other', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
clap_7_initial.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'other', 'write', 'head movements']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_7_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'write', 'other']",camera_near,stadium_01,african,stadium_01,camera_near
clap_7_modified_asian.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'write', 'other', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_7_modified_hispanic.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'write', 'other', 'other']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_7_modified_indian.mp4,clap,singing,perform,incorrect,"['perform', 'other', 'write', 'other', 'clap']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_7_modified_middle_eastern.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'write', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_7_modified_white.mp4,clap,smoking,other,incorrect,"['other', 'write', 'perform', 'touching body parts', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
clap_8_initial.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'clap', 'style hair']",camera_near,stadium_01,white,stadium_01,camera_near
clap_8_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'clap', 'other', 'head movements']",camera_near,stadium_01,african,stadium_01,camera_near
clap_8_modified_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'head movements', 'clap', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_8_modified_hispanic.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'clap', 'head movements']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_8_modified_indian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'clap', 'other', 'head movements']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_8_modified_middle_eastern.mp4,clap,beatboxing,other,incorrect,"['other', 'head movements', 'perform', 'clap', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_8_modified_south_east_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'head movements', 'clap', 'other']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_9_initial.mp4,clap,cleaning shoes,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,stadium_01,african,stadium_01,camera_near
clap_9_modified_asian.mp4,clap,cleaning shoes,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_9_modified_hispanic.mp4,clap,cleaning shoes,other,incorrect,"['other', 'other', 'other', 'other', 'style hair']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_9_modified_indian.mp4,clap,cleaning shoes,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_9_modified_middle_eastern.mp4,clap,pumping fist,other,incorrect,"['other', 'other', 'clap', 'other', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_9_modified_south_east_asian.mp4,clap,pumping fist,other,incorrect,"['other', 'other', 'other', 'clap', 'other']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_9_modified_white.mp4,clap,pumping fist,other,incorrect,"['other', 'style hair', 'style hair', 'other', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
cry_0_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'style hair']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_0_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'other', 'cry', 'clean something']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_0_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'clean something', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_0_modified_hispanic.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'cry', 'head movements', 'perform']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_0_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'clean something', 'cry']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_0_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'perform', 'head movements', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_0_modified_south_east_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'perform', 'clean something']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_1_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'other', 'stretch', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_1_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'punch', 'stretch', 'head movements']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_1_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'other', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_1_modified_hispanic.mp4,cry,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'other', 'touching body parts']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_1_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'other', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_1_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'yoga', 'touching body parts']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_1_modified_south_east_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'arm movements', 'other']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_2_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'perform', 'other']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_2_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'play instrument', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_2_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'other', 'perform']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_2_modified_hispanic.mp4,cry,kissing,other,incorrect,"['other', 'other', 'head movements', 'perform', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_2_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'other', 'perform']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_2_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'perform', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_2_modified_white.mp4,cry,braiding hair,style hair,incorrect,"['style hair', 'style hair', 'style hair', 'other', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_3_initial.mp4,cry,kissing,other,incorrect,"['other', 'other', 'style hair', 'other', 'style hair']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_3_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'other', 'head movements', 'clean something']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_3_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'head movements']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_3_modified_hispanic.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'other', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_3_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'clean something', 'head movements', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_3_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'perform', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_3_modified_south_east_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'perform', 'other']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_4_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'touching body parts', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_4_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'head movements', 'other', 'punch']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_4_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'stretch', 'other', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_4_modified_hispanic.mp4,cry,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'other', 'touching body parts']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_4_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'perform', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_4_modified_south_east_asian.mp4,cry,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'arm movements', 'touching body parts']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_4_modified_white.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'other', 'stretch', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_5_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'perform', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_5_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'play instrument', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_5_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'style hair', 'style hair']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_5_modified_hispanic.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'perform', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_5_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'perform', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_5_modified_south_east_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'touching body parts', 'perform']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_5_modified_white.mp4,cry,braiding hair,style hair,incorrect,"['style hair', 'style hair', 'style hair', 'other', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_6_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'cry', 'head movements', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_6_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'other', 'clean something', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_6_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'cry', 'perform']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_6_modified_indian.mp4,cry,kissing,other,incorrect,"['other', 'other', 'cry', 'clean something', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_6_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'perform', 'head movements', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_6_modified_south_east_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'head movements']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_6_modified_white.mp4,cry,beatboxing,other,incorrect,"['other', 'other', 'perform', 'style hair', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_7_initial.mp4,cry,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'touching body parts', 'arm movements']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_7_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'head movements', 'punch']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_7_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'perform', 'other', 'yoga']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_7_modified_hispanic.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'arm movements', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_7_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'other', 'perform']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_7_modified_middle_eastern.mp4,cry,massaging person's head,touching body parts,incorrect,"['touching body parts', 'stretch', 'other', 'yoga', 'bend']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_7_modified_white.mp4,cry,massaging person's head,touching body parts,incorrect,"['touching body parts', 'stretch', 'other', 'other', 'yoga']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_8_initial.mp4,cry,braiding hair,style hair,incorrect,"['style hair', 'style hair', 'style hair', 'other', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
cry_8_modified_african.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'perform', 'play instrument']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_8_modified_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'other', 'stretch']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_8_modified_hispanic.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'perform', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_8_modified_indian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'stretch', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_8_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'touching body parts', 'other', 'head movements', 'style hair']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_8_modified_south_east_asian.mp4,cry,beatboxing,other,incorrect,"['other', 'head movements', 'other', 'touching body parts', 'perform']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_9_initial.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'head movements', 'punch', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
cry_9_modified_asian.mp4,cry,sticking tongue out,other,incorrect,"['other', 'stretch', 'other', 'bend', 'perform']",camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_9_modified_hispanic.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'arm movements', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_9_modified_indian.mp4,cry,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'touching body parts', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_9_modified_middle_eastern.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'touching body parts', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_9_modified_south_east_asian.mp4,cry,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'touching body parts', 'arm movements']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_9_modified_white.mp4,cry,beatboxing,other,incorrect,"['other', 'stretch', 'other', 'other', 'head movements']",camera_near,konzerthaus,white,konzerthaus,camera_near
dribble_0_initial.mp4,dribble,kissing,other,incorrect,"['other', 'play instrument', 'touching body parts', 'other', 'bow']",camera_near,konzerthaus,white,konzerthaus,camera_near
dribble_0_modified_african.mp4,dribble,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'punch', 'perform']",camera_near,konzerthaus,african,konzerthaus,camera_near
dribble_0_modified_asian.mp4,dribble,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'shave', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
dribble_0_modified_hispanic.mp4,dribble,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'punch', 'touching body parts']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
dribble_0_modified_indian.mp4,dribble,beatboxing,other,incorrect,"['other', 'play instrument', 'other', 'other', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
dribble_0_modified_middle_eastern.mp4,dribble,beatboxing,other,incorrect,"['other', 'play instrument', 'other', 'touching body parts', 'punch']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
dribble_0_modified_south_east_asian.mp4,dribble,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'other', 'punch']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
dribble_1_initial.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'perform', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
dribble_1_modified_african.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
dribble_1_modified_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
dribble_1_modified_hispanic.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'style hair', 'other', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
dribble_1_modified_indian.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'punch', 'other', 'clean something']",camera_near,konzerthaus,indian,konzerthaus,camera_near
dribble_1_modified_middle_eastern.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'head movements', 'other', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
dribble_1_modified_south_east_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'perform', 'other']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
dribble_2_initial.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'clean something', 'other', 'other']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
dribble_2_modified_african.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'clean something', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
dribble_2_modified_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'clean something', 'other', 'other', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
dribble_2_modified_hispanic.mp4,dribble,beatboxing,other,incorrect,"['other', 'clean something', 'other', 'other', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
dribble_2_modified_indian.mp4,dribble,beatboxing,other,incorrect,"['other', 'clean something', 'other', 'other', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
dribble_2_modified_middle_eastern.mp4,dribble,eating chips,other,incorrect,"['other', 'other', 'other', 'clean something', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
dribble_2_modified_white.mp4,dribble,eating chips,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
dribble_3_initial.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
dribble_3_modified_african.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
dribble_3_modified_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
dribble_3_modified_hispanic.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
dribble_3_modified_indian.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
dribble_3_modified_middle_eastern.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
dribble_3_modified_south_east_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
dribble_4_initial.mp4,dribble,kissing,other,incorrect,"['other', 'clean something', 'touching body parts', 'other', 'other']",camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
dribble_4_modified_african.mp4,dribble,beatboxing,other,incorrect,"['other', 'tie', 'clean something', 'other', 'play instrument']",camera_near,konzerthaus,african,konzerthaus,camera_near
dribble_4_modified_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'clean something', 'other', 'touching body parts', 'other']",camera_near,konzerthaus,asian,konzerthaus,camera_near
dribble_4_modified_hispanic.mp4,dribble,beatboxing,other,incorrect,"['other', 'clean something', 'other', 'other', 'perform']",camera_near,konzerthaus,hispanic,konzerthaus,camera_near
dribble_4_modified_indian.mp4,dribble,beatboxing,other,incorrect,"['other', 'tie', 'clean something', 'other', 'touching body parts']",camera_near,konzerthaus,indian,konzerthaus,camera_near
dribble_4_modified_south_east_asian.mp4,dribble,beatboxing,other,incorrect,"['other', 'clean something', 'perform', 'other', 'tie']",camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
dribble_4_modified_white.mp4,dribble,kissing,other,incorrect,"['other', 'style hair', 'touching body parts', 'style hair', 'other']",camera_near,konzerthaus,white,konzerthaus,camera_near
dribble_5_initial.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,indian,konzerthaus,camera_near
dribble_5_modified_african.mp4,dribble,beatboxing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_near,konzerthaus,african,konzerthaus,camera_near
