video,true_label,raw_prediction,mapped_prediction,result,skin_color_category
lunge_0_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_0_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_0_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_0_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_10_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_10_modified_african.mp4,lunge,yoga,yoga,incorrect,african
lunge_10_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_10_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_10_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_10_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_10_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_11_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_11_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_11_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_11_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_11_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_11_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_11_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_12_initial.mp4,lunge,yoga,yoga,incorrect,african
lunge_12_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_12_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_12_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_12_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_12_modified_south_east_asian.mp4,lunge,squat,squat,incorrect,south_east_asian
lunge_12_modified_white.mp4,lunge,squat,squat,incorrect,white
lunge_13_initial.mp4,lunge,cartwheel,cartwheel,incorrect,white
lunge_13_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_13_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_13_modified_hispanic.mp4,lunge,squat,squat,incorrect,hispanic
lunge_13_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_13_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_13_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_14_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_14_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_14_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_14_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_14_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_14_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_14_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_15_initial.mp4,lunge,lunge,lunge,correct,white
lunge_15_modified_african.mp4,lunge,lunge,lunge,correct,african
lunge_15_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_15_modified_hispanic.mp4,lunge,lunge,lunge,correct,hispanic
lunge_15_modified_indian.mp4,lunge,lunge,lunge,correct,indian
lunge_15_modified_middle_eastern.mp4,lunge,lunge,lunge,correct,middle_eastern
lunge_15_modified_south_east_asian.mp4,lunge,lunge,lunge,correct,south_east_asian
lunge_16_initial.mp4,lunge,other,other,incorrect,african
lunge_16_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_16_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_16_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_16_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_16_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_16_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_17_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_17_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_17_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_17_modified_hispanic.mp4,lunge,cartwheel,cartwheel,incorrect,hispanic
lunge_17_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_17_modified_middle_eastern.mp4,lunge,cartwheel,cartwheel,incorrect,middle_eastern
lunge_17_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_18_initial.mp4,lunge,yoga,yoga,incorrect,asian
lunge_18_modified_african.mp4,lunge,yoga,yoga,incorrect,african
lunge_18_modified_hispanic.mp4,lunge,squat,squat,incorrect,hispanic
lunge_18_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_18_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_18_modified_south_east_asian.mp4,lunge,squat,squat,incorrect,south_east_asian
lunge_18_modified_white.mp4,lunge,squat,squat,incorrect,white
lunge_19_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_19_modified_african.mp4,lunge,other,other,incorrect,african
lunge_19_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_19_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_19_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_19_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_19_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_1_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_1_modified_african.mp4,lunge,yoga,yoga,incorrect,african
lunge_1_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_1_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_1_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_1_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_1_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_20_initial.mp4,lunge,yoga,yoga,incorrect,indian
lunge_20_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_20_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_20_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_20_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_20_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_20_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_21_initial.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_21_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_21_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_21_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_21_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_21_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_21_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_22_initial.mp4,lunge,yoga,yoga,incorrect,african
lunge_22_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_22_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_22_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_22_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_22_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_22_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_23_initial.mp4,lunge,yoga,yoga,incorrect,asian
lunge_23_modified_african.mp4,lunge,yoga,yoga,incorrect,african
lunge_23_modified_hispanic.mp4,lunge,other,other,incorrect,hispanic
lunge_23_modified_indian.mp4,lunge,other,other,incorrect,indian
lunge_23_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_23_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_23_modified_white.mp4,lunge,other,other,incorrect,white
lunge_24_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_24_modified_african.mp4,lunge,yoga,yoga,incorrect,african
lunge_24_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_24_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_24_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_24_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_24_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_2_initial.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_2_modified_african.mp4,lunge,squat,squat,incorrect,african
lunge_2_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_2_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_2_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_2_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_2_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_3_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_3_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_3_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_3_modified_hispanic.mp4,lunge,cartwheel,cartwheel,incorrect,hispanic
lunge_3_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_3_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_3_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_4_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_4_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_4_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_4_modified_hispanic.mp4,lunge,cartwheel,cartwheel,incorrect,hispanic
lunge_4_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_4_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_4_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_5_initial.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_5_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_5_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_5_modified_hispanic.mp4,lunge,cartwheel,cartwheel,incorrect,hispanic
lunge_5_modified_middle_eastern.mp4,lunge,lunge,lunge,correct,middle_eastern
lunge_5_modified_south_east_asian.mp4,lunge,lunge,lunge,correct,south_east_asian
lunge_5_modified_white.mp4,lunge,lunge,lunge,correct,white
lunge_6_initial.mp4,lunge,cartwheel,cartwheel,incorrect,hispanic
lunge_6_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_6_modified_asian.mp4,lunge,cartwheel,cartwheel,incorrect,asian
lunge_6_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_6_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_6_modified_south_east_asian.mp4,lunge,cartwheel,cartwheel,incorrect,south_east_asian
lunge_6_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_7_initial.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_7_modified_african.mp4,lunge,cartwheel,cartwheel,incorrect,african
lunge_7_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_7_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_7_modified_indian.mp4,lunge,cartwheel,cartwheel,incorrect,indian
lunge_7_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_7_modified_white.mp4,lunge,yoga,yoga,incorrect,white
lunge_8_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_8_modified_african.mp4,lunge,other,other,incorrect,african
lunge_8_modified_asian.mp4,lunge,yoga,yoga,incorrect,asian
lunge_8_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_8_modified_indian.mp4,lunge,yoga,yoga,incorrect,indian
lunge_8_modified_middle_eastern.mp4,lunge,yoga,yoga,incorrect,middle_eastern
lunge_8_modified_south_east_asian.mp4,lunge,yoga,yoga,incorrect,south_east_asian
lunge_9_initial.mp4,lunge,yoga,yoga,incorrect,white
lunge_9_modified_african.mp4,lunge,lunge,lunge,correct,african
lunge_9_modified_asian.mp4,lunge,squat,squat,incorrect,asian
lunge_9_modified_hispanic.mp4,lunge,yoga,yoga,incorrect,hispanic
lunge_9_modified_indian.mp4,lunge,squat,squat,incorrect,indian
lunge_9_modified_middle_eastern.mp4,lunge,squat,squat,incorrect,middle_eastern
lunge_9_modified_south_east_asian.mp4,lunge,lunge,lunge,correct,south_east_asian
squat_0_initial.mp4,squat,yoga,yoga,incorrect,white
squat_0_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_0_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_0_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_0_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_0_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_0_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_10_initial.mp4,squat,cartwheel,cartwheel,incorrect,white
squat_10_modified_african.mp4,squat,squat,squat,correct,african
squat_10_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_10_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_10_modified_indian.mp4,squat,squat,squat,correct,indian
squat_10_modified_middle_eastern.mp4,squat,squat,squat,correct,middle_eastern
squat_10_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_11_initial.mp4,squat,yoga,yoga,incorrect,white
squat_11_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_11_modified_asian.mp4,squat,squat,squat,correct,asian
squat_11_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_11_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_11_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_11_modified_south_east_asian.mp4,squat,cartwheel,cartwheel,incorrect,south_east_asian
squat_12_initial.mp4,squat,squat,squat,correct,african
squat_12_modified_asian.mp4,squat,squat,squat,correct,asian
squat_12_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_12_modified_indian.mp4,squat,squat,squat,correct,indian
squat_12_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_12_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_12_modified_white.mp4,squat,squat,squat,correct,white
squat_13_initial.mp4,squat,cartwheel,cartwheel,incorrect,white
squat_13_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_13_modified_asian.mp4,squat,cartwheel,cartwheel,incorrect,asian
squat_13_modified_hispanic.mp4,squat,cartwheel,cartwheel,incorrect,hispanic
squat_13_modified_indian.mp4,squat,cartwheel,cartwheel,incorrect,indian
squat_13_modified_middle_eastern.mp4,squat,cartwheel,cartwheel,incorrect,middle_eastern
squat_13_modified_south_east_asian.mp4,squat,cartwheel,cartwheel,incorrect,south_east_asian
squat_14_initial.mp4,squat,yoga,yoga,incorrect,white
squat_14_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_14_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_14_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_14_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_14_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_14_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_15_initial.mp4,squat,yoga,yoga,incorrect,white
squat_15_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_15_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_15_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_15_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_15_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_15_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_16_initial.mp4,squat,squat,squat,correct,african
squat_16_modified_asian.mp4,squat,cartwheel,cartwheel,incorrect,asian
squat_16_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_16_modified_indian.mp4,squat,squat,squat,correct,indian
squat_16_modified_middle_eastern.mp4,squat,cartwheel,cartwheel,incorrect,middle_eastern
squat_16_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_16_modified_white.mp4,squat,squat,squat,correct,white
squat_17_initial.mp4,squat,yoga,yoga,incorrect,white
squat_17_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_17_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_17_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_17_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_17_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_17_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_18_initial.mp4,squat,yoga,yoga,incorrect,asian
squat_18_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_18_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_18_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_18_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_18_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_18_modified_white.mp4,squat,yoga,yoga,incorrect,white
squat_19_initial.mp4,squat,squat,squat,correct,white
squat_19_modified_african.mp4,squat,squat,squat,correct,african
squat_19_modified_asian.mp4,squat,squat,squat,correct,asian
squat_19_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_19_modified_indian.mp4,squat,squat,squat,correct,indian
squat_19_modified_middle_eastern.mp4,squat,squat,squat,correct,middle_eastern
squat_19_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_1_initial.mp4,squat,yoga,yoga,incorrect,white
squat_1_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_1_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_1_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_1_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_1_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_1_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_20_initial.mp4,squat,cartwheel,cartwheel,incorrect,indian
squat_20_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_20_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_20_modified_hispanic.mp4,squat,cartwheel,cartwheel,incorrect,hispanic
squat_20_modified_middle_eastern.mp4,squat,cartwheel,cartwheel,incorrect,middle_eastern
squat_20_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_20_modified_white.mp4,squat,yoga,yoga,incorrect,white
squat_21_initial.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_21_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_21_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_21_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_21_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_21_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_21_modified_white.mp4,squat,yoga,yoga,incorrect,white
squat_22_initial.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_22_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_22_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_22_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_22_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_22_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_22_modified_white.mp4,squat,yoga,yoga,incorrect,white
squat_23_initial.mp4,squat,squat,squat,correct,asian
squat_23_modified_african.mp4,squat,squat,squat,correct,african
squat_23_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_23_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_23_modified_middle_eastern.mp4,squat,squat,squat,correct,middle_eastern
squat_23_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_23_modified_white.mp4,squat,yoga,yoga,incorrect,white
squat_24_initial.mp4,squat,squat,squat,correct,white
squat_24_modified_african.mp4,squat,squat,squat,correct,african
squat_24_modified_asian.mp4,squat,squat,squat,correct,asian
squat_24_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_24_modified_indian.mp4,squat,squat,squat,correct,indian
squat_24_modified_middle_eastern.mp4,squat,squat,squat,correct,middle_eastern
squat_24_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_2_initial.mp4,squat,squat,squat,correct,south_east_asian
squat_2_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_2_modified_asian.mp4,squat,squat,squat,correct,asian
squat_2_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_2_modified_indian.mp4,squat,squat,squat,correct,indian
squat_2_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_2_modified_white.mp4,squat,squat,squat,correct,white
squat_3_initial.mp4,squat,yoga,yoga,incorrect,white
squat_3_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_3_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_3_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_3_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_3_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_3_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_4_initial.mp4,squat,yoga,yoga,incorrect,white
squat_4_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_4_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_4_modified_hispanic.mp4,squat,yoga,yoga,incorrect,hispanic
squat_4_modified_indian.mp4,squat,yoga,yoga,incorrect,indian
squat_4_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_4_modified_south_east_asian.mp4,squat,yoga,yoga,incorrect,south_east_asian
squat_5_initial.mp4,squat,squat,squat,correct,indian
squat_5_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_5_modified_asian.mp4,squat,squat,squat,correct,asian
squat_5_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_5_modified_middle_eastern.mp4,squat,squat,squat,correct,middle_eastern
squat_5_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_5_modified_white.mp4,squat,squat,squat,correct,white
squat_6_initial.mp4,squat,yoga,yoga,incorrect,hispanic
squat_6_modified_african.mp4,squat,yoga,yoga,incorrect,african
squat_6_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_6_modified_indian.mp4,squat,squat,squat,correct,indian
squat_6_modified_middle_eastern.mp4,squat,yoga,yoga,incorrect,middle_eastern
squat_6_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_6_modified_white.mp4,squat,yoga,yoga,incorrect,white
squat_7_initial.mp4,squat,lunge,lunge,incorrect,south_east_asian
squat_7_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_7_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_7_modified_hispanic.mp4,squat,cartwheel,cartwheel,incorrect,hispanic
squat_7_modified_indian.mp4,squat,cartwheel,cartwheel,incorrect,indian
squat_7_modified_middle_eastern.mp4,squat,cartwheel,cartwheel,incorrect,middle_eastern
squat_7_modified_white.mp4,squat,cartwheel,cartwheel,incorrect,white
squat_8_initial.mp4,squat,squat,squat,correct,white
squat_8_modified_african.mp4,squat,squat,squat,correct,african
squat_8_modified_asian.mp4,squat,yoga,yoga,incorrect,asian
squat_8_modified_hispanic.mp4,squat,squat,squat,correct,hispanic
squat_8_modified_indian.mp4,squat,squat,squat,correct,indian
squat_8_modified_middle_eastern.mp4,squat,squat,squat,correct,middle_eastern
squat_8_modified_south_east_asian.mp4,squat,squat,squat,correct,south_east_asian
squat_9_initial.mp4,squat,cartwheel,cartwheel,incorrect,white
squat_9_modified_african.mp4,squat,cartwheel,cartwheel,incorrect,african
squat_9_modified_asian.mp4,squat,cartwheel,cartwheel,incorrect,asian
squat_9_modified_hispanic.mp4,squat,cartwheel,cartwheel,incorrect,hispanic
squat_9_modified_indian.mp4,squat,cartwheel,cartwheel,incorrect,indian
squat_9_modified_middle_eastern.mp4,squat,cartwheel,cartwheel,incorrect,middle_eastern
squat_9_modified_south_east_asian.mp4,squat,cartwheel,cartwheel,incorrect,south_east_asian
yoga_0_initial.mp4,yoga,yoga,yoga,correct,white
yoga_0_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_0_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_0_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_0_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_0_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_0_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_10_initial.mp4,yoga,yoga,yoga,correct,white
yoga_10_modified_african.mp4,yoga,yoga,yoga,correct,african
yoga_10_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_10_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_10_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_10_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_10_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_11_initial.mp4,yoga,yoga,yoga,correct,white
yoga_11_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
yoga_11_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_11_modified_hispanic.mp4,yoga,cartwheel,cartwheel,incorrect,hispanic
yoga_11_modified_indian.mp4,yoga,cartwheel,cartwheel,incorrect,indian
yoga_11_modified_middle_eastern.mp4,yoga,cartwheel,cartwheel,incorrect,middle_eastern
yoga_11_modified_south_east_asian.mp4,yoga,cartwheel,cartwheel,incorrect,south_east_asian
yoga_12_initial.mp4,yoga,yoga,yoga,correct,african
yoga_12_modified_asian.mp4,yoga,yoga,yoga,correct,asian
yoga_12_modified_hispanic.mp4,yoga,yoga,yoga,correct,hispanic
yoga_12_modified_indian.mp4,yoga,yoga,yoga,correct,indian
yoga_12_modified_middle_eastern.mp4,yoga,yoga,yoga,correct,middle_eastern
yoga_12_modified_south_east_asian.mp4,yoga,yoga,yoga,correct,south_east_asian
yoga_12_modified_white.mp4,yoga,yoga,yoga,correct,white
yoga_13_initial.mp4,yoga,cartwheel,cartwheel,incorrect,white
yoga_13_modified_african.mp4,yoga,cartwheel,cartwheel,incorrect,african
